StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,Q19,Q20,Q21,Q1,Q2,Q4,Q5,Q50,Q41,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q37_1,Q37_2,Q37_3,Q37_4,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q38_1,Q38_2,Q38_3,Q38_4,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q39_1,Q39_2,Q39_3,Q39_4,Q13,Q15,Q17,Q14,Q16,Q7,Q8,Q9,Q10,Q11,Q12,Q39,Q24,Q26,Q25,Q40,Q38,Block,SASSY,avg belief in BoM,avg belief in anthropogenic climate change,avg belief in climate scientists,avg belief in pro-environmental behaviours,populism
8/03/2024 21:19,8/03/2024 21:22,0,122.108.86.125,100,172,1,8/03/2024 21:22,R_4MqTjd5Nfh2bBoR,,,,,-34.7348,138.6837,anonymous,EN,1,2,3,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,2,3,6,7,5,5,3,1,4,2,2,4,4,5,2,4,5,4,4,4,4,4,4,4,4,,3,2,3.666666667,3.333333333,4,4,4
12/03/2024 12:08,12/03/2024 12:11,0,120.18.36.152,100,174,1,12/03/2024 12:11,R_4eFmk46a59Rxzr3,,,,,-33.8639,151.0866,anonymous,EN,1,2,2,2,1,2,2,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,5,2,5,5,4,4,4,4,4,4,5,4,3,,4,2,4.666666667,3.666666667,4,4.333333333,3.5
12/03/2024 19:34,12/03/2024 19:37,0,58.178.86.112,100,174,1,12/03/2024 19:37,R_4eq81HurbWhY6cs,,,,,-34.0698,150.8409,anonymous,EN,1,2,1,1,1,2,1,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,3,2,4,4,4,3,3,4,4,5,4,People believe global warming isnâ€™t an issue ,4,1,3,3.666666667,3.333333333,4.333333333,4
8/03/2024 22:26,8/03/2024 22:29,0,116.240.61.40,100,175,1,8/03/2024 22:29,R_4bZyeuspIRn8y8v,,,,,-33.7256,151.1319,anonymous,EN,1,3,4,3,2,1,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,6,5,5,5,5,5,4,2,3,4,3,3,,4,3,5,2.333333333,3.666666667,3.333333333,4
8/03/2024 21:10,8/03/2024 21:13,0,1.146.166.136,100,175,1,8/03/2024 21:13,R_4E1cDDNMeVzqjzo,,,,,-31.9643,115.8595,anonymous,EN,1,2,2,1,1,2,2,1,2,3,3,,,,,,,,,,2,5,5,6,6,5,3,2,2,,,,,,,,,,4,2,4,4,4,2,2,4,4,4,4,4,4,4,4,3,,2,1,2.666666667,3.333333333,4,4,3.5
8/03/2024 21:15,8/03/2024 21:18,0,157.211.113.62,100,175,1,8/03/2024 21:18,R_4PLIYTDVwPsoqfX,,,,,-34.8554,138.6145,anonymous,EN,1,2,3,3,2,2,1,2,1,1,3,,,,,,,,,,2,2,6,6,6,6,4,4,4,,,,,,,,,,4,2,4,3,4,5,5,4,4,4,4,4,5,4,3,4,,2,3,4.666666667,3,4,4,4
7/03/2024 17:46,7/03/2024 17:49,0,115.70.213.144,100,176,1,7/03/2024 17:49,R_4FLqJiIeqa1aH3r,,,,,-34.0541,150.6509,anonymous,EN,1,2,3,2,1,2,2,3,2,4,1,,,,,,,,,,,,,,,,,,,3,4,4,6,4,4,4,5,4,4,2,3,3,3,4,4,5,4,4,4,2,4,4,4,4,,3,2,4.333333333,2.666666667,3.333333333,4,4
8/03/2024 19:40,8/03/2024 19:43,0,1.145.152.127,100,176,1,8/03/2024 19:43,R_4CpsXNC5ygcGWp7,,,,,-37.8159,144.9669,anonymous,EN,1,2,3,3,2,2,2,4,3,2,4,6,6,6,6,2,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,4,2,7,4,4,4,4,4,4,4,2,4,4,3,,1,3,4,2.666666667,4,3.333333333,3.5
7/03/2024 17:47,7/03/2024 17:50,0,49.197.244.33,100,178,1,7/03/2024 17:50,R_4gBxZx3oUkAAXZL,,,,,-27.4679,153.0325,anonymous,EN,1,2,3,2,1,2,2,2,3,1,4,,,,,,,,,,7,7,7,7,1,1,1,1,2,,,,,,,,,,3,2,4,4,3,4,4,5,4,4,4,4,4,4,5,4,,2,2,4.333333333,3.333333333,4,4.333333333,4
12/03/2024 20:02,12/03/2024 20:05,0,120.17.69.207,100,178,1,12/03/2024 20:05,R_4QKFUXbNiQVowzT,,,,,-33.8322,151.0164,anonymous,EN,1,2,2,2,2,2,1,3,1,6,3,,,,,,,,,,3,3,5,5,5,4,3,6,3,,,,,,,,,,3,2,3,4,3,3,3,3,4,3,3,3,4,4,4,3,,2,2,3,3,3,4,3.5
7/03/2024 17:45,7/03/2024 17:48,0,1.144.26.143,100,179,1,7/03/2024 17:48,R_4Nwsspn8fzurI8r,,,,,-33.9012,150.9588,anonymous,EN,1,2,3,2,1,2,2,3,2,2,3,3,4,4,3,4,2,1,3,1,,,,,,,,,,,,,,,,,,,4,2,3,4,3,3,3,3,3,3,3,3,3,3,4,3,,1,2,3,3,3,3.333333333,3
12/03/2024 19:55,12/03/2024 19:58,0,157.211.19.57,100,180,1,12/03/2024 19:58,R_4TNNw3pCazVqe5P,,,,,-33.7936,150.9133,anonymous,EN,1,2,2,2,1,2,2,4,4,6,3,4,4,4,5,5,4,4,4,4,,,,,,,,,,,,,,,,,,,4,1,4,2,5,4,4,4,4,4,4,3,3,4,4,3,Nothing,1,2,4,2.333333333,3.666666667,3.666666667,3.5
8/03/2024 20:02,8/03/2024 20:05,0,203.221.139.161,100,181,1,8/03/2024 20:05,R_4Qa4XGJGH4fftQR,,,,,-33.8399,151.0583,anonymous,EN,1,4,5,5,4,1,2,4,3,2,2,3,3,6,5,5,5,1,1,1,,,,,,,,,,,,,,,,,,,4,3,3,4,2,4,4,4,3,3,2,3,1,1,1,1,,1,6,4,3.333333333,2.666666667,1,2
12/03/2024 19:39,12/03/2024 19:42,0,202.7.238.255,100,181,1,12/03/2024 19:42,R_4Ksatz39OZiNEp9,,,,,-37.8411,144.9799,anonymous,EN,1,2,3,3,2,2,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,5,3,1,1,3,2,2,3,2,5,5,5,3,,4,3,1.666666667,3.333333333,2.333333333,5,2.5
12/03/2024 19:53,12/03/2024 19:56,0,49.193.169.152,100,181,1,12/03/2024 19:56,R_4law0XsrOK9bFul,,,,,-33.4535,151.3183,anonymous,EN,1,2,3,2,2,2,1,1,2,4,3,,,,,,,,,,,,,,,,,,,1,3,4,5,4,3,4,5,3,3,2,2,4,4,3,3,2,3,2,3,4,3,2,3,3,Very good,3,3,2.666666667,2.666666667,3,2.666666667,3
7/03/2024 17:33,7/03/2024 17:36,0,124.182.10.13,100,182,1,7/03/2024 17:36,R_4rJk8REgFcAdycY,,,,,-37.8199,145.0285,anonymous,EN,1,2,4,3,2,1,4,5,3,1,3,2,2,6,7,6,6,4,2,6,,,,,,,,,,,,,,,,,,,3,2,4,4,5,4,4,4,4,4,4,4,4,3,4,4,none,1,3,4,3.333333333,4,3.666666667,4
12/03/2024 20:01,12/03/2024 20:04,0,101.177.109.232,100,182,1,12/03/2024 20:04,R_4CDKsd44gO5VdnJ,,,,,-34.9281,138.5999,anonymous,EN,1,2,2,3,1,2,2,4,3,1,2,,,,,,,,,,,,,,,,,,,4,4,4,4,4,2,1,1,2,1,1,5,2,7,4,4,5,4,5,5,5,4,5,5,4,,3,2,4.333333333,2.666666667,5,4.666666667,4
11/03/2024 15:46,11/03/2024 15:49,0,87.121.94.44,100,183,1,11/03/2024 15:49,R_4OoUxdzd3JUdwCq,,,,,-34.8564,138.5451,anonymous,EN,1,2,3,3,1,2,2,2,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,2,2,3,4,3,3,3,3,3,3,3,Global warming ,4,2,2.333333333,3.333333333,3,3,3.5
11/03/2024 15:47,11/03/2024 15:50,0,120.147.24.38,100,183,1,11/03/2024 15:50,R_41crzwKodfr5ZoZ,,,,,-37.7203,144.7735,anonymous,EN,1,2,3,2,1,2,3,4,1,1,3,,,,,,,,,,,,,,,,,,,4,4,5,5,5,4,4,4,4,2,2,4,4,5,4,4,4,4,4,4,4,4,3,4,3,,3,2,4,3.333333333,4,3.666666667,3.5
7/03/2024 17:45,7/03/2024 17:48,0,1.132.22.188,100,184,1,7/03/2024 17:48,R_45ixx7BOFtgWOVr,,,,,-27.4515,153.058,anonymous,EN,1,2,4,3,2,2,2,3,4,1,3,,,,,,,,,,,,,,,,,,,6,5,4,3,4,4,3,4,3,2,2,4,4,6,4,4,4,4,4,5,4,4,3,3,4,,3,3,4,3.333333333,4.333333333,3.333333333,4
8/03/2024 19:53,8/03/2024 19:56,0,49.183.154.33,100,184,1,8/03/2024 19:56,R_4EjnMunRx8BKMwQ,,,,,-37.8159,144.9669,anonymous,EN,1,2,2,3,1,2,2,3,3,2,3,4,3,4,7,4,1,1,1,1,,,,,,,,,,,,,,,,,,,4,1,3,4,3,3,3,4,4,4,4,4,1,4,4,4,,1,2,3.333333333,2.666666667,4,3,4
12/03/2024 12:12,12/03/2024 12:15,0,49.184.153.247,100,184,1,12/03/2024 12:15,R_4nNHBx8rbEaJi67,,,,,-37.8159,144.9669,anonymous,EN,1,3,4,3,3,2,3,2,1,1,3,4,4,3,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,4,2,2,4,3,4,4,2,4,4,4,2,4,4,4,2,It was good,1,5,3.333333333,2.666666667,3.333333333,4,3
12/03/2024 19:44,12/03/2024 19:47,0,58.179.231.60,100,184,1,12/03/2024 19:47,R_4M53xxELp0qAOad,,,,,-34.8269,138.667,anonymous,EN,1,3,3,3,3,1,4,2,1,1,3,,,,,,,,,,3,2,5,4,4,4,4,4,4,,,,,,,,,,4,2,3,4,3,3,3,3,3,4,3,3,4,4,4,2,great and needed survey,2,3,3,3,3.333333333,4,2.5
8/03/2024 20:21,8/03/2024 20:24,0,220.233.4.42,100,186,1,8/03/2024 20:24,R_4rC8Y9zCehotYaW,,,,,-37.8159,144.9669,anonymous,EN,1,2,4,3,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,4,4,3,2,2,1,1,1,1,4,2,3,4,6,4,4,2,4,4,4,2,3,4,4,2,,3,3,3.333333333,3,3.333333333,3.666666667,3
13/03/2024 12:39,13/03/2024 12:43,0,103.95.114.78,100,186,1,13/03/2024 12:43,R_4JoNAhj4VHOUIiR,,,,,-27.4679,153.0325,anonymous,EN,1,2,3,2,1,2,4,2,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,6,3,3,3,3,4,3,4,3,3,4,2,climate change and scientists,4,2,3,3.333333333,3.666666667,3.333333333,2.5
13/03/2024 13:18,13/03/2024 13:21,0,49.185.45.82,100,186,1,13/03/2024 13:21,R_4L7keWTumfLX3K1,,,,,-37.8159,144.9669,anonymous,EN,1,2,3,3,2,1,3,4,2,2,2,2,2,5,5,5,3,3,5,5,,,,,,,,,,,,,,,,,,,4,2,4,4,5,5,5,3,4,4,4,4,3,3,3,3,User friendly,1,3,4.333333333,3.333333333,4,3,3.5
8/03/2024 19:43,8/03/2024 19:46,0,1.146.80.119,100,189,1,8/03/2024 19:46,R_4tJR9kvISXKadWi,,,,,-27.4679,153.0325,anonymous,EN,1,2,4,3,2,2,4,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,2,3,3,2,2,3,3,2,2,3,1,,4,3,2.666666667,3,2.666666667,2.333333333,1.5
11/03/2024 15:45,11/03/2024 15:49,0,119.18.1.110,100,191,1,11/03/2024 15:49,R_4EEz2GKYDJUfNVe,,,,,-33.8715,151.2006,anonymous,EN,1,3,5,4,3,2,2,1,2,2,3,5,5,4,3,5,3,2,1,1,,,,,,,,,,,,,,,,,,,4,2,3,3,1,4,4,2,4,4,4,3,3,2,2,3,none,1,5,3.333333333,2.666666667,3.666666667,2.333333333,3.5
11/03/2024 15:59,11/03/2024 16:02,0,1.146.49.167,100,194,1,11/03/2024 16:02,R_4IkyQtexcSi7IOd,,,,,-27.4946,153.0621,anonymous,EN,1,2,3,2,1,1,1,2,2,3,3,,,,,,,,,,1,1,7,7,7,7,4,6,4,,,,,,,,,,4,1,4,3,6,5,5,1,5,5,5,1,5,5,5,3,,2,2,3.666666667,2.666666667,3.666666667,5,4
12/03/2024 12:01,12/03/2024 12:04,0,49.197.159.250,100,195,1,12/03/2024 12:04,R_4pKwZBnLwC0IU38,,,,,-27.4669,153.0397,anonymous,EN,1,3,5,3,5,2,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,2,3,3,2,3,3,4,2,2,3,3,3,Very boring,4,5,2.666666667,2.666666667,3,2.666666667,3
8/03/2024 21:07,8/03/2024 21:10,0,49.183.146.2,100,196,1,8/03/2024 21:10,R_4pAuEJfzcdncsct,,,,,-37.8159,144.9669,anonymous,EN,1,2,2,3,2,1,4,3,3,2,3,,,,,,,,,,1,1,7,7,7,5,5,4,3,,,,,,,,,,2,2,5,3,4,4,4,5,5,5,4,5,4,3,3,4,,2,2,4.333333333,3.333333333,4.666666667,3.333333333,4.5
12/03/2024 12:23,12/03/2024 12:26,0,49.184.1.19,100,197,1,12/03/2024 12:26,R_4Y7ESgtqGc39769,,,,,-37.8133,144.9826,anonymous,EN,1,2,1,2,1,1,1,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,4,5,4,4,2,4,3,4,2,4,4,4,2,"so good survey, we need to know about this more",4,1,3.333333333,3.333333333,3,4,3
12/03/2024 19:47,12/03/2024 19:50,0,103.100.225.147,100,197,1,12/03/2024 19:50,R_494KzHFrI8bbzO1,,,,,-27.4679,153.0325,anonymous,EN,1,2,4,3,2,2,1,4,3,3,4,3,5,4,3,5,2,2,2,1,,,,,,,,,,,,,,,,,,,4,2,2,4,5,2,4,4,4,4,4,4,2,4,3,4,,1,3,3.333333333,2.666666667,4,3,4
7/03/2024 17:36,7/03/2024 17:39,0,49.178.97.17,100,198,1,7/03/2024 17:39,R_4SDjSFXkWQilXrA,,,,,-34.9458,138.5683,anonymous,EN,1,2,3,3,3,2,4,1,1,1,3,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,4,4,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,Fine thanks ,3,3,3,3,3,3,3
8/03/2024 20:28,8/03/2024 20:31,0,180.216.203.22,100,201,1,8/03/2024 20:31,R_4f9RoolOnjBfInA,,,,,-27.3784,152.9995,anonymous,EN,1,3,5,4,3,1,3,5,2,2,3,,,,,,,,,,,,,,,,,,,3,3,5,6,4,1,1,1,1,4,3,2,5,5,3,2,3,3,3,4,3,2,1,2,2,,3,5,2.666666667,3.333333333,3.333333333,1.666666667,2.5
12/03/2024 19:37,12/03/2024 19:40,0,120.152.169.148,100,201,1,12/03/2024 19:40,R_4dRLoZR5YfImO3P,,,,,-33.8715,151.2006,anonymous,EN,1,2,3,2,1,2,1,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,5,4,4,3,4,4,4,3,2,3,3,3,,4,2,3.666666667,3.333333333,3.666666667,2.666666667,3.5
7/03/2024 17:34,7/03/2024 17:38,0,111.220.174.111,100,202,1,7/03/2024 17:38,R_42JxuK3pJYK8kru,,,,,-38.1041,145.2764,anonymous,EN,1,2,2,1,2,1,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,3,4,4,2,5,4,4,2,4,4,4,1,it was quite good as of now,4,2,3.333333333,3,3.333333333,4,3
7/03/2024 17:22,7/03/2024 17:25,0,124.149.189.93,100,203,1,7/03/2024 17:25,R_4FmicRRZsupEZUQ,,,,,-33.7261,150.9129,anonymous,EN,1,2,3,2,1,2,3,5,3,2,1,1,4,4,6,4,4,1,4,1,,,,,,,,,,,,,,,,,,,2,2,5,3,5,4,4,4,4,3,4,4,3,3,2,3,,1,2,4,3.333333333,3.666666667,2.666666667,3.5
8/03/2024 19:48,8/03/2024 19:52,0,110.149.180.226,100,203,1,8/03/2024 19:52,R_43wkHp4XZYTv6nj,,,,,-33.8715,151.2006,anonymous,EN,1,2,3,3,1,1,1,5,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,5,5,5,4,3,4,4,3,1,3,3,3,,4,2,4.666666667,2.666666667,3.666666667,2.333333333,3
7/03/2024 17:43,7/03/2024 17:46,0,202.159.174.156,100,204,1,7/03/2024 17:46,R_4DT5jnq4CLduEyx,,,,,-34.0106,151.0898,anonymous,EN,1,2,2,2,1,2,1,3,3,1,3,,,,,,,,,,1,3,5,5,5,5,3,3,2,,,,,,,,,,4,1,3,4,5,4,4,3,4,4,4,3,4,4,4,3,Good survey clear and effective ,2,2,3.666666667,2.666666667,3.666666667,4,3.5
8/03/2024 20:27,8/03/2024 20:30,0,120.18.178.177,100,208,1,8/03/2024 20:30,R_4x3xM1sZ1u90qv7,,,,,-33.9013,151.0231,anonymous,EN,1,4,2,1,1,2,3,3,3,2,1,1,1,7,7,7,6,6,6,7,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,It is very informative survey I enjoy it ,1,2,3,3,3,3,3
8/03/2024 19:52,8/03/2024 19:55,0,1.145.230.45,100,209,1,8/03/2024 19:55,R_41ae1f0QlSzWTve,,,,,-37.8807,144.9866,anonymous,EN,1,2,2,2,1,2,3,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,4,2,5,5,5,4,3,5,4,4,4,4,2,,4,2,5,3.333333333,4,4,3
8/03/2024 19:55,8/03/2024 19:58,0,122.151.138.57,100,209,1,8/03/2024 19:58,R_4gooOo6IARxXhvf,,,,,-34.0126,150.893,anonymous,EN,1,2,2,2,1,1,1,4,1,4,4,,,,,,,,,,2,3,5,5,5,3,2,3,3,,,,,,,,,,2,2,5,3,4,4,4,4,4,4,4,4,4,4,4,3,,2,2,4,3.333333333,4,4,3.5
12/03/2024 19:47,12/03/2024 19:50,0,114.77.115.98,100,209,1,12/03/2024 19:50,R_4yzAt8wI7RqDWkV,,,,,-33.9074,151.1561,anonymous,EN,1,2,4,1,1,2,1,3,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,6,4,4,4,4,4,3,3,3,3,2,3,,4,2,4,2.666666667,3.333333333,2.666666667,3.5
12/03/2024 12:16,12/03/2024 12:20,0,122.108.34.195,100,212,1,12/03/2024 12:20,R_4VhITfT28LnGwMx,,,,,-34.5958,138.7498,anonymous,EN,1,3,3,2,2,2,1,2,3,6,3,4,3,5,5,4,4,4,2,2,,,,,,,,,,,,,,,,,,,3,3,3,4,5,4,4,3,3,3,3,3,3,3,3,3,,1,3,3.666666667,3.333333333,3,3,3
12/03/2024 19:59,12/03/2024 20:02,0,49.182.73.208,100,212,1,12/03/2024 20:02,R_4VPDlDjRcuUMyyH,,,,,-27.4679,153.0325,anonymous,EN,1,2,3,3,1,2,2,2,2,1,5,,,,,,,,,,3,3,6,4,5,2,1,2,2,,,,,,,,,,4,2,3,3,3,4,3,4,3,4,4,3,2,3,3,4,,2,2,3.666666667,2.666666667,3.666666667,2.666666667,3.5
7/03/2024 17:45,7/03/2024 17:49,0,60.241.74.142,100,213,1,7/03/2024 17:49,R_40QaCrnrCbUBrxv,,,,,-33.8349,151.2325,anonymous,EN,1,2,3,3,2,2,2,3,3,6,3,5,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,was interestimg ,1,3,3,3,3,3,3
12/03/2024 11:59,12/03/2024 12:03,0,110.32.18.158,100,215,1,12/03/2024 12:03,R_47C0gyubhPtRxD3,,,,,-27.5968,152.971,anonymous,EN,1,2,4,3,2,1,4,2,2,2,3,5,5,4,4,3,1,1,1,1,,,,,,,,,,,,,,,,,,,3,2,2,4,3,4,4,3,3,3,4,3,3,3,3,3,none,1,3,3.666666667,2.666666667,3.333333333,3,3
9/03/2024 7:35,9/03/2024 7:38,0,1.129.26.132,100,216,1,9/03/2024 7:38,R_4JKnxkRubLPcvQR,,,,,-33.8069,150.9845,anonymous,EN,1,2,3,3,1,2,3,3,2,3,3,,,,,,,,,,4,4,4,5,4,3,2,2,1,,,,,,,,,,4,2,2,5,5,3,3,3,3,4,3,3,4,3,4,2,It’s interesting ,2,2,3,3,3.333333333,3.666666667,2.5
12/03/2024 12:18,12/03/2024 12:21,0,120.147.42.175,100,216,1,12/03/2024 12:21,R_4KzcNPZj0FnGDXr,,,,,-38.0224,145.1018,anonymous,EN,1,3,4,3,2,2,2,4,1,6,3,2,3,4,6,7,4,4,4,4,,,,,,,,,,,,,,,,,,,3,2,3,3,5,3,3,3,3,3,3,3,3,3,3,3,,1,3,3,2.666666667,3,3,3
12/03/2024 14:03,12/03/2024 14:07,0,159.196.132.74,100,216,1,12/03/2024 14:07,R_4OQ5sxkEvzVerIY,,,,,-31.9643,115.8595,anonymous,EN,1,2,3,3,2,1,3,4,1,1,3,3,4,5,6,4,5,6,3,5,,,,,,,,,,,,,,,,,,,4,1,5,4,5,5,5,3,4,5,4,4,5,4,5,4,interesting,1,3,4.333333333,3.333333333,4.333333333,4.666666667,4
12/03/2024 12:20,12/03/2024 12:24,0,60.225.189.50,100,217,1,12/03/2024 12:24,R_48Zx3v1C8J3e957,,,,,-34.9281,138.5999,anonymous,EN,1,2,3,3,3,2,2,2,2,1,5,,,,,,,,,,5,7,3,7,4,1,1,1,1,,,,,,,,,,4,2,2,3,2,3,3,3,4,2,3,4,3,4,4,4,Very educated ,2,3,3,2.333333333,3,3.666666667,4
12/03/2024 19:55,12/03/2024 19:59,0,125.253.110.12,100,218,1,12/03/2024 19:59,R_4ORg4ebfwkgmLTz,,,,,-37.867,144.9973,anonymous,EN,1,2,3,5,2,2,1,2,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,,4,2,3.333333333,3,3,3,3
12/03/2024 20:01,12/03/2024 20:04,0,121.222.67.156,100,218,1,12/03/2024 20:04,R_44jfBduTfi5vPZ7,,,,,-27.4679,153.0325,anonymous,EN,1,2,3,5,2,1,5,1,3,2,2,3,4,3,4,3,5,4,5,4,,,,,,,,,,,,,,,,,,,3,3,2,4,3,3,4,3,4,3,3,2,3,3,3,2,Very sensible and eye catching survey. Thank you.,1,2,3.333333333,3,2.666666667,3,3
12/03/2024 20:25,12/03/2024 20:28,0,58.179.166.168,100,218,1,12/03/2024 20:28,R_49b5pZj3oPoNIvT,,,,,-38.1264,145.8521,anonymous,EN,1,2,2,1,1,1,1,2,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,3,4,5,5,5,5,5,4,5,3,5,4,,4,1,4.666666667,3,4.666666667,4.333333333,4.5
12/03/2024 11:52,12/03/2024 11:56,0,58.167.137.196,100,219,1,12/03/2024 11:56,R_4tEHS95QBSa2xsx,,,,,-33.8715,151.2006,anonymous,EN,1,2,2,2,1,1,5,5,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,6,5,5,5,5,5,5,5,3,4,4,4,Interesting,4,2,5,2.666666667,5,3.666666667,4.5
12/03/2024 19:37,12/03/2024 19:41,0,120.17.26.123,100,219,1,12/03/2024 19:41,R_4LiNzmrdyRtslsq,,,,,-33.9281,151.0736,anonymous,EN,1,2,2,1,1,1,3,3,3,1,3,2,1,7,6,6,6,6,6,5,,,,,,,,,,,,,,,,,,,4,1,4,4,5,4,5,4,4,4,4,2,5,5,4,2,So far so good.. ,1,1,4.333333333,3,3.333333333,4.666666667,3
11/03/2024 15:46,11/03/2024 15:50,0,220.158.191.29,100,220,1,11/03/2024 15:50,R_4Axh3us3wbKZw3L,,,,,-37.8159,144.9669,anonymous,EN,1,2,2,3,1,1,4,2,2,1,3,7,7,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,5,2,8,4,4,5,5,5,5,5,5,4,5,5,climate change is real and we need to address it now,1,2,4.333333333,2.666666667,5,4.666666667,5
7/03/2024 17:47,7/03/2024 17:50,0,1.145.73.170,100,221,1,7/03/2024 17:50,R_4Gg1TC3nO9LqS0O,,,,,-33.8652,151.1021,anonymous,EN,1,2,3,3,2,2,3,4,3,4,3,,,,,,,,,,4,3,3,5,4,5,4,4,4,,,,,,,,,,2,2,4,4,6,4,4,4,4,4,4,2,4,4,5,4,Thank you,2,3,4,3.333333333,3.333333333,4.333333333,4
12/03/2024 19:50,12/03/2024 19:54,0,220.236.124.243,100,221,1,12/03/2024 19:54,R_4j7H22DOcIiEGJk,,,,,-31.0955,150.93,anonymous,EN,1,2,3,3,3,2,2,4,2,5,3,3,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,3,2,2,3,2,3,3,3,4,3,3,4,2,2,3,3,thanks for trying,1,3,3,2.333333333,3.333333333,2.333333333,3.5
8/03/2024 20:03,8/03/2024 20:07,0,114.74.49.226,100,222,1,8/03/2024 20:07,R_4pe3ObXagvoFsbf,,,,,-33.8069,150.9845,anonymous,EN,1,4,5,4,4,2,3,5,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,4,4,4,1,1,1,1,1,1,2,1,,4,6,4,2.333333333,1,1.333333333,1
8/03/2024 21:24,8/03/2024 21:27,0,122.151.126.231,100,222,1,8/03/2024 21:27,R_4uBUCigmIbJpU89,,,,,-31.8888,115.886,anonymous,EN,1,2,1,1,1,1,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,1,3,3,3,3,3,3,3,3,3,3,3,GREAT SURVEY,4,1,3,4.333333333,3,3,3
11/03/2024 15:47,11/03/2024 15:51,0,120.158.92.240,100,222,1,11/03/2024 15:51,R_4OTsXkdG1Uzmt9b,,,,,-38.0224,145.1018,anonymous,EN,1,2,2,3,1,2,4,2,3,2,3,,,,,,,,,,,,,,,,,,,6,6,2,2,2,1,1,1,1,4,2,4,2,5,4,5,4,4,5,4,4,4,4,5,4,Clear and understandable ,3,2,4.333333333,2.666666667,4.333333333,4.333333333,4
8/03/2024 20:30,8/03/2024 20:34,0,101.115.174.150,100,224,1,8/03/2024 20:34,R_4f9EsEZV7Z2UkWp,,,,,-27.4483,153.0816,anonymous,EN,1,2,3,2,1,2,1,2,2,4,3,,,,,,,,,,,,,,,,,,,4,5,3,5,5,5,2,3,1,4,3,4,4,4,4,3,3,5,3,4,3,5,3,3,2,Thanks,3,2,3.333333333,3.666666667,3.333333333,3.666666667,3.5
12/03/2024 19:56,12/03/2024 19:59,0,58.105.105.165,100,224,1,12/03/2024 19:59,R_4nUuY7zwE2OQlrd,,,,,-37.8461,144.6725,anonymous,EN,1,2,4,3,2,2,2,3,1,2,2,4,4,4,4,4,3,2,2,2,,,,,,,,,,,,,,,,,,,3,3,3,3,4,3,3,3,4,3,3,3,3,4,3,3,Good,1,3,3,3,3,3.333333333,3.5
8/03/2024 20:05,8/03/2024 20:09,0,101.188.66.37,100,226,1,8/03/2024 20:09,R_4jZIDRGQbYHBPh5,,,,,-37.8159,144.9669,anonymous,EN,1,2,2,2,1,2,4,1,2,6,2,,,,,,,,,,,,,,,,,,,4,4,4,4,4,1,1,1,1,3,2,4,3,5,3,3,4,5,4,4,4,4,3,3,3,,3,2,3.333333333,3,4,3.333333333,4
